gene,n_regulators,r2_base_model,r2_full_model,improvement_from_regulators,has_significant_interactions,interaction_p_value,regulator_types
FUN_009223,21,0.13880195190953992,0.9132333683043148,0.7744314163947749,True,2.218987696767094e-05,"['mirna_Cluster_14633', 'lncrna_lncRNA_19669', 'lncrna_lncRNA_51609', 'lncrna_lncRNA_6727', 'lncrna_lncRNA_7333', 'lncrna_lncRNA_10652', 'lncrna_lncRNA_12051', 'lncrna_lncRNA_32253', 'lncrna_lncRNA_7408', 'lncrna_lncRNA_7411', 'lncrna_lncRNA_6773', 'methylation_CpG_ptg000021l_6264598', 'methylation_CpG_ptg000021l_6264620', 'methylation_CpG_ptg000047l_4021399', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000031l_8422617', 'methylation_CpG_ptg000008l_25384624', 'methylation_CpG_ptg000004l_4759974', 'methylation_CpG_ntLink_8_16166741', 'methylation_CpG_ntLink_8_34790312', 'methylation_CpG_ntLink_8_16166717']"
MALT1_HUMAN_FUN_004768,30,0.13295483678905884,0.9336341699944658,0.800679333205407,True,0.021295621741671433,"['mirna_Cluster_16354', 'mirna_Cluster_1836', 'mirna_Cluster_2500', 'mirna_Cluster_14532', 'mirna_Cluster_17245', 'mirna_Cluster_12087', 'mirna_Cluster_12081', 'mirna_Cluster_2746', 'mirna_Cluster_2372', 'mirna_Cluster_17623', 'lncrna_lncRNA_18689', 'lncrna_lncRNA_40977', 'lncrna_lncRNA_54317', 'lncrna_lncRNA_46112', 'lncrna_lncRNA_54319', 'lncrna_lncRNA_54318', 'lncrna_lncRNA_54316', 'lncrna_lncRNA_54320', 'lncrna_lncRNA_8831', 'lncrna_lncRNA_45386', 'methylation_CpG_ptg000007l_6510243', 'methylation_CpG_ptg000018l_13662264', 'methylation_CpG_ptg000008l_12977382', 'methylation_CpG_ptg000008l_12977341', 'methylation_CpG_ptg000009l_18122328', 'methylation_CpG_ptg000007l_6510240', 'methylation_CpG_ptg000025l_13842128', 'methylation_CpG_ptg000031l_13053265', 'methylation_CpG_ptg000009l_7035550', 'methylation_CpG_ptg000012l_8971736']"
FUN_003457,27,0.23028947836253666,0.9528862975181531,0.7225968191556165,True,0.0005135997446138463,"['mirna_Cluster_9532', 'mirna_Cluster_2746', 'mirna_Cluster_3301', 'mirna_Cluster_4036', 'mirna_Cluster_5516', 'mirna_Cluster_17173', 'mirna_Cluster_16354', 'mirna_Cluster_14692', 'mirna_Cluster_2500', 'mirna_Cluster_10452', 'lncrna_lncRNA_50877', 'lncrna_lncRNA_50875', 'lncrna_lncRNA_50876', 'lncrna_lncRNA_50872', 'lncrna_lncRNA_50871', 'lncrna_lncRNA_27753', 'lncrna_lncRNA_50677', 'lncrna_lncRNA_50874', 'lncrna_lncRNA_47634', 'lncrna_lncRNA_38650', 'methylation_CpG_ptg000027l_11737161', 'methylation_CpG_ptg000031l_8422911', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000031l_8422874', 'methylation_CpG_ptg000011l_8393679', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ntLink_8_16166797']"
H2AX_DANRE_FUN_038936,20,0.8024497084082769,0.9061351888666738,0.10368548045839687,False,0.41527651188992176,"['lncrna_lncRNA_30407', 'lncrna_lncRNA_30987', 'lncrna_lncRNA_19144', 'lncrna_lncRNA_9154', 'lncrna_lncRNA_3624', 'lncrna_lncRNA_46561', 'lncrna_lncRNA_49713', 'lncrna_lncRNA_3355', 'lncrna_lncRNA_8591', 'lncrna_lncRNA_860', 'methylation_CpG_ptg000047l_4021456', 'methylation_CpG_ptg000047l_4021443', 'methylation_CpG_ptg000023l_17397340', 'methylation_CpG_ptg000004l_4757198', 'methylation_CpG_ptg000016l_5715710', 'methylation_CpG_ptg000011l_8393755', 'methylation_CpG_ptg000011l_8393629', 'methylation_CpG_ptg000007l_5089326', 'methylation_CpG_ptg000015l_6211723', 'methylation_CpG_ptg000023l_17397326']"
RPN2_CANLF_FUN_008921,21,0.16958341237370023,0.9472468547452143,0.7776634423715141,True,4.829086179825026e-07,"['mirna_Cluster_13647', 'lncrna_lncRNA_31120', 'lncrna_lncRNA_1245', 'lncrna_lncRNA_45379', 'lncrna_lncRNA_26728', 'lncrna_lncRNA_45380', 'lncrna_lncRNA_41020', 'lncrna_lncRNA_19791', 'lncrna_lncRNA_17901', 'lncrna_lncRNA_8796', 'lncrna_lncRNA_22324', 'methylation_CpG_ptg000027l_11257173', 'methylation_CpG_ptg000027l_11257181', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000027l_11257122', 'methylation_CpG_ptg000016l_5715722', 'methylation_CpG_ptg000027l_11257163', 'methylation_CpG_ptg000060c_58292', 'methylation_CpG_ptg000012l_8047034', 'methylation_CpG_ptg000030l_2148033']"
FUN_028254,21,0.11309907419519005,0.9400960909449616,0.8269970167497716,True,8.101805140103835e-07,"['mirna_Cluster_1951', 'lncrna_lncRNA_36659', 'lncrna_lncRNA_36663', 'lncrna_lncRNA_36660', 'lncrna_lncRNA_36662', 'lncrna_lncRNA_30225', 'lncrna_lncRNA_15398', 'lncrna_lncRNA_15397', 'lncrna_lncRNA_38292', 'lncrna_lncRNA_42474', 'lncrna_lncRNA_42475', 'methylation_CpG_ptg000027l_11737161', 'methylation_CpG_ptg000015l_6211680', 'methylation_CpG_ptg000015l_2160436', 'methylation_CpG_ptg000012l_8047034', 'methylation_CpG_ptg000023l_35051554', 'methylation_CpG_ptg000011l_5627241', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000031l_8422911', 'methylation_CpG_ptg000023l_36913014', 'methylation_CpG_ptg000023l_36913036']"
AQP4_MOUSE_FUN_015407,20,0.9958246984189403,0.9977727430656952,0.0019480446467549095,False,0.6133286218849532,"['lncrna_lncRNA_18189', 'lncrna_lncRNA_929', 'lncrna_lncRNA_46382', 'lncrna_lncRNA_46381', 'lncrna_lncRNA_35709', 'lncrna_lncRNA_6837', 'lncrna_lncRNA_37314', 'lncrna_lncRNA_2528', 'lncrna_lncRNA_29617', 'lncrna_lncRNA_27996', 'methylation_CpG_ptg000011l_8394054', 'methylation_CpG_ntLink_8_34790315', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ntLink_8_34790312', 'methylation_CpG_ptg000011l_967726', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000011l_8393679', 'methylation_CpG_ptg000009l_7035575', 'methylation_CpG_ptg000009l_7035570', 'methylation_CpG_ptg000015l_6211723']"
PRPS2_XENTR_FUN_023959,26,0.12071512379481919,0.9720184528723159,0.8513033290774967,True,3.3613658483311326e-06,"['mirna_Cluster_5685', 'mirna_Cluster_3226', 'mirna_Cluster_2746', 'mirna_Cluster_12087', 'mirna_Cluster_12081', 'mirna_Cluster_12083', 'lncrna_lncRNA_36641', 'lncrna_lncRNA_41020', 'lncrna_lncRNA_42592', 'lncrna_lncRNA_10777', 'lncrna_lncRNA_54230', 'lncrna_lncRNA_29826', 'lncrna_lncRNA_54047', 'lncrna_lncRNA_461', 'lncrna_lncRNA_462', 'lncrna_lncRNA_463', 'methylation_CpG_ntLink_6_13135361', 'methylation_CpG_ptg000007l_10144971', 'methylation_CpG_ptg000031l_8422911', 'methylation_CpG_ptg000007l_6510243', 'methylation_CpG_ptg000011l_967726', 'methylation_CpG_ptg000007l_6510240', 'methylation_CpG_ptg000007l_6510300', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000007l_6510226', 'methylation_CpG_ptg000018l_13662322']"
TLR2_GIRCA_FUN_022419,30,0.2521966560647605,0.9377511104026744,0.685554454337914,True,0.028779259613498698,"['mirna_Cluster_15097', 'mirna_Cluster_3226', 'mirna_Cluster_2746', 'mirna_Cluster_14165', 'mirna_Cluster_1865', 'mirna_Cluster_14610', 'mirna_Cluster_4036', 'mirna_Cluster_14532', 'mirna_Cluster_3301', 'mirna_Cluster_10452', 'lncrna_lncRNA_7332', 'lncrna_lncRNA_25855', 'lncrna_lncRNA_18478', 'lncrna_lncRNA_18479', 'lncrna_lncRNA_54007', 'lncrna_lncRNA_54004', 'lncrna_lncRNA_54006', 'lncrna_lncRNA_45015', 'lncrna_lncRNA_18629', 'lncrna_lncRNA_54005', 'methylation_CpG_ptg000023l_14647605', 'methylation_CpG_ptg000001l_3069507', 'methylation_CpG_ptg000001l_3069524', 'methylation_CpG_ptg000016l_3294380', 'methylation_CpG_ntLink_6_19705338', 'methylation_CpG_ntLink_6_19705309', 'methylation_CpG_ptg000027l_13568498', 'methylation_CpG_ptg000001l_3069457', 'methylation_CpG_ptg000021l_6264712', 'methylation_CpG_ptg000027l_11257129']"
WDR33_HUMAN_FUN_012677,25,0.15521325091503613,0.9154259434093702,0.7602126924943341,True,0.0011800424285279831,"['mirna_Cluster_15097', 'mirna_Cluster_4036', 'mirna_Cluster_5685', 'mirna_Cluster_3301', 'mirna_Cluster_14532', 'lncrna_lncRNA_2916', 'lncrna_lncRNA_26726', 'lncrna_lncRNA_26725', 'lncrna_lncRNA_26724', 'lncrna_lncRNA_3008', 'lncrna_lncRNA_54264', 'lncrna_lncRNA_44787', 'lncrna_lncRNA_3935', 'lncrna_lncRNA_30845', 'lncrna_lncRNA_38423', 'methylation_CpG_ptg000001l_3069507', 'methylation_CpG_ptg000027l_11257209', 'methylation_CpG_ptg000001l_3069524', 'methylation_CpG_ptg000030l_2148096', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000027l_11257181', 'methylation_CpG_ptg000016l_3294380', 'methylation_CpG_ptg000011l_8396354']"
FUN_006258,20,0.8907960262223301,1.0,0.10920397377766988,False,1.0,"['lncrna_lncRNA_54447', 'lncrna_lncRNA_30772', 'lncrna_lncRNA_30771', 'lncrna_lncRNA_8434', 'lncrna_lncRNA_13752', 'lncrna_lncRNA_36265', 'lncrna_lncRNA_37489', 'lncrna_lncRNA_43125', 'lncrna_lncRNA_41388', 'lncrna_lncRNA_42514', 'methylation_CpG_ptg000011l_8392776', 'methylation_CpG_ntLink_8_34790312', 'methylation_CpG_ptg000011l_8395954', 'methylation_CpG_ptg000015l_2160436', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000031l_8422870', 'methylation_CpG_ptg000004l_4756880', 'methylation_CpG_ntLink_8_34790315', 'methylation_CpG_ptg000012l_8046997', 'methylation_CpG_ptg000021l_6264633']"
FUN_015003,20,0.545046653734185,0.8038625066094229,0.2588158528752379,False,0.2757452052023224,"['lncrna_lncRNA_45303', 'lncrna_lncRNA_318', 'lncrna_lncRNA_26784', 'lncrna_lncRNA_9166', 'lncrna_lncRNA_19933', 'lncrna_lncRNA_908', 'lncrna_lncRNA_19932', 'lncrna_lncRNA_54353', 'lncrna_lncRNA_54354', 'lncrna_lncRNA_54352', 'methylation_CpG_ptg000012l_8971736', 'methylation_CpG_ptg000009l_7035550', 'methylation_CpG_ptg000011l_8393332', 'methylation_CpG_ptg000008l_12977341', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000027l_11257122', 'methylation_CpG_ptg000008l_12977382', 'methylation_CpG_ntLink_6_13135361', 'methylation_CpG_ntLink_6_19920923', 'methylation_CpG_ptg000007l_5089313']"
FUN_030176,30,0.13949817637453865,0.9882428594502546,0.8487446830757159,True,1.8545651010004605e-05,"['mirna_Cluster_2372', 'mirna_Cluster_9380', 'mirna_Cluster_9512', 'mirna_Cluster_17245', 'mirna_Cluster_5603', 'mirna_Cluster_9420', 'mirna_Cluster_9706', 'mirna_Cluster_9786', 'mirna_Cluster_3227', 'mirna_Cluster_1836', 'lncrna_lncRNA_28221', 'lncrna_lncRNA_33469', 'lncrna_lncRNA_3587', 'lncrna_lncRNA_29653', 'lncrna_lncRNA_29654', 'lncrna_lncRNA_29655', 'lncrna_lncRNA_52589', 'lncrna_lncRNA_25658', 'lncrna_lncRNA_40704', 'lncrna_lncRNA_5863', 'methylation_CpG_ptg000011l_8394044', 'methylation_CpG_ntLink_8_16166883', 'methylation_CpG_ntLink_8_16166893', 'methylation_CpG_ptg000023l_17397288', 'methylation_CpG_ptg000021l_6264712', 'methylation_CpG_ntLink_8_23080768', 'methylation_CpG_ptg000030l_2148108', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000027l_2551252', 'methylation_CpG_ptg000023l_14647558']"
FUN_017411,30,0.5973173235099758,0.9725283988735575,0.37521107536358167,True,0.01394755387010238,"['mirna_Cluster_5685', 'mirna_Cluster_1833', 'mirna_Cluster_17192', 'mirna_Cluster_9786', 'mirna_Cluster_4034', 'mirna_Cluster_9366', 'mirna_Cluster_14692', 'mirna_Cluster_1950', 'mirna_Cluster_17186', 'mirna_Cluster_17173', 'lncrna_lncRNA_44802', 'lncrna_lncRNA_28704', 'lncrna_lncRNA_42478', 'lncrna_lncRNA_2392', 'lncrna_lncRNA_2393', 'lncrna_lncRNA_33414', 'lncrna_lncRNA_25769', 'lncrna_lncRNA_25768', 'lncrna_lncRNA_1099', 'lncrna_lncRNA_42143', 'methylation_CpG_ptg000011l_8396367', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000011l_8396354', 'methylation_CpG_ptg000015l_6211680', 'methylation_CpG_ptg000020l_10589616', 'methylation_CpG_ptg000011l_8396383', 'methylation_CpG_ptg000011l_8396378', 'methylation_CpG_ptg000023l_17397315', 'methylation_CpG_ntLink_6_13134800', 'methylation_CpG_ptg000027l_11256965']"
FUN_017645,28,0.24002642752039116,0.9836091726512202,0.743582745130829,True,7.082386875412183e-06,"['mirna_Cluster_13327', 'mirna_Cluster_1865', 'mirna_Cluster_5603', 'mirna_Cluster_5517', 'mirna_Cluster_13647', 'mirna_Cluster_1832', 'mirna_Cluster_4026', 'mirna_Cluster_9532', 'lncrna_lncRNA_16047', 'lncrna_lncRNA_1047', 'lncrna_lncRNA_34748', 'lncrna_lncRNA_36842', 'lncrna_lncRNA_14038', 'lncrna_lncRNA_40936', 'lncrna_lncRNA_45065', 'lncrna_lncRNA_14748', 'lncrna_lncRNA_14749', 'lncrna_lncRNA_53732', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000016l_3294397', 'methylation_CpG_ptg000011l_8392977', 'methylation_CpG_ptg000011l_8393022', 'methylation_CpG_ptg000016l_3294411', 'methylation_CpG_ptg000012l_8046972', 'methylation_CpG_ptg000016l_3294415', 'methylation_CpG_ntLink_6_13134419', 'methylation_CpG_ptg000031l_13053283', 'methylation_CpG_ptg000023l_17397326']"
CUTC_HUMAN_FUN_000862,30,0.2905384674846304,0.9818383806060315,0.691299913121401,True,0.0002738499196038857,"['mirna_Cluster_16354', 'mirna_Cluster_4754', 'mirna_Cluster_3226', 'mirna_Cluster_14532', 'mirna_Cluster_4036', 'mirna_Cluster_15097', 'mirna_Cluster_2372', 'mirna_Cluster_2500', 'mirna_Cluster_5516', 'mirna_Cluster_17245', 'lncrna_lncRNA_20374', 'lncrna_lncRNA_25162', 'lncrna_lncRNA_2970', 'lncrna_lncRNA_14835', 'lncrna_lncRNA_30392', 'lncrna_lncRNA_1108', 'lncrna_lncRNA_27760', 'lncrna_lncRNA_51246', 'lncrna_lncRNA_29606', 'lncrna_lncRNA_13524', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000030l_2148141', 'methylation_CpG_ptg000031l_13053265', 'methylation_CpG_ptg000027l_13568498', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000030l_2148096', 'methylation_CpG_ptg000025l_13842128', 'methylation_CpG_ptg000027l_13568450', 'methylation_CpG_ptg000025l_13842125', 'methylation_CpG_ptg000007l_5089303']"
FUN_014179,30,0.4187725454070975,0.9928633065035383,0.5740907610964407,True,1.164468127434759e-05,"['mirna_Cluster_1865', 'mirna_Cluster_2500', 'mirna_Cluster_14532', 'mirna_Cluster_15097', 'mirna_Cluster_1819', 'mirna_Cluster_5517', 'mirna_Cluster_17623', 'mirna_Cluster_10452', 'mirna_Cluster_9532', 'mirna_Cluster_13327', 'lncrna_lncRNA_32505', 'lncrna_lncRNA_42986', 'lncrna_lncRNA_42989', 'lncrna_lncRNA_21874', 'lncrna_lncRNA_7227', 'lncrna_lncRNA_18986', 'lncrna_lncRNA_14899', 'lncrna_lncRNA_42990', 'lncrna_lncRNA_45908', 'lncrna_lncRNA_43499', 'methylation_CpG_ptg000024l_8612204', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000031l_9119576', 'methylation_CpG_ptg000031l_8422617', 'methylation_CpG_ptg000012l_8046972', 'methylation_CpG_ptg000016l_3294397', 'methylation_CpG_ptg000011l_8393022', 'methylation_CpG_ptg000027l_13568498', 'methylation_CpG_ptg000011l_8392977', 'methylation_CpG_ptg000007l_9141311']"
FUN_029647,21,0.07763765998293815,0.8521721336083236,0.7745344736253854,True,0.0008441250207777973,"['mirna_Cluster_17623', 'lncrna_lncRNA_53059', 'lncrna_lncRNA_54007', 'lncrna_lncRNA_54006', 'lncrna_lncRNA_54005', 'lncrna_lncRNA_53503', 'lncrna_lncRNA_54004', 'lncrna_lncRNA_54420', 'lncrna_lncRNA_35284', 'lncrna_lncRNA_41532', 'lncrna_lncRNA_28130', 'methylation_CpG_ptg000060c_58340', 'methylation_CpG_ptg000012l_8047014', 'methylation_CpG_ptg000033l_1262376', 'methylation_CpG_ptg000023l_14647605', 'methylation_CpG_ptg000023l_17397340', 'methylation_CpG_ptg000016l_3294380', 'methylation_CpG_ptg000023l_14647558', 'methylation_CpG_ptg000018l_8065358', 'methylation_CpG_ptg000004l_4757487', 'methylation_CpG_ptg000031l_8422617']"
FUN_010992,26,0.18405715846885895,0.8848219743050291,0.7007648158361701,True,0.01695537760733623,"['mirna_Cluster_15097', 'mirna_Cluster_14610', 'mirna_Cluster_4754', 'mirna_Cluster_1865', 'mirna_Cluster_5517', 'mirna_Cluster_17245', 'lncrna_lncRNA_6414', 'lncrna_lncRNA_53565', 'lncrna_lncRNA_53566', 'lncrna_lncRNA_53567', 'lncrna_lncRNA_30935', 'lncrna_lncRNA_54174', 'lncrna_lncRNA_21873', 'lncrna_lncRNA_54173', 'lncrna_lncRNA_46358', 'lncrna_lncRNA_8570', 'methylation_CpG_ptg000030l_2148141', 'methylation_CpG_ptg000025l_14126680', 'methylation_CpG_ptg000027l_11257081', 'methylation_CpG_ptg000021l_6264712', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000030l_2148069', 'methylation_CpG_ptg000011l_8393678', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000011l_8392623', 'methylation_CpG_ptg000011l_8391178']"
FUN_012915,25,0.49137483336892285,0.9672716022100445,0.47589676884112164,True,7.708862456912158e-05,"['mirna_Cluster_12081', 'mirna_Cluster_12083', 'mirna_Cluster_12087', 'mirna_Cluster_2746', 'mirna_Cluster_4036', 'lncrna_lncRNA_20453', 'lncrna_lncRNA_20457', 'lncrna_lncRNA_20458', 'lncrna_lncRNA_20455', 'lncrna_lncRNA_20459', 'lncrna_lncRNA_19973', 'lncrna_lncRNA_20456', 'lncrna_lncRNA_20454', 'lncrna_lncRNA_20452', 'lncrna_lncRNA_20451', 'methylation_CpG_ptg000060c_58340', 'methylation_CpG_ptg000025l_13842132', 'methylation_CpG_ptg000007l_6510282', 'methylation_CpG_ptg000011l_8393002', 'methylation_CpG_ptg000023l_35051554', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000012l_8046997', 'methylation_CpG_ptg000025l_13842128', 'methylation_CpG_ptg000007l_6510205', 'methylation_CpG_ptg000007l_6510240']"
5NT3A_CHICK_FUN_018414,23,0.11888171444306972,0.9496417660554478,0.8307600516123781,True,2.962306280385185e-06,"['mirna_Cluster_13647', 'mirna_Cluster_13327', 'mirna_Cluster_5685', 'lncrna_lncRNA_7364', 'lncrna_lncRNA_14836', 'lncrna_lncRNA_17926', 'lncrna_lncRNA_33126', 'lncrna_lncRNA_17892', 'lncrna_lncRNA_14837', 'lncrna_lncRNA_38423', 'lncrna_lncRNA_8570', 'lncrna_lncRNA_10581', 'lncrna_lncRNA_45328', 'methylation_CpG_ptg000012l_8047034', 'methylation_CpG_ptg000012l_8047014', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000027l_11257129', 'methylation_CpG_ptg000030l_2148036', 'methylation_CpG_ptg000027l_11257173', 'methylation_CpG_ptg000027l_11257181', 'methylation_CpG_ptg000030l_2148108', 'methylation_CpG_ptg000027l_11257122', 'methylation_CpG_ptg000018l_8065358']"
AT2B3_HUMAN_FUN_005906,30,0.37334041232797466,0.9869642306218952,0.6136238182939205,True,0.00011355968481607803,"['mirna_Cluster_16354', 'mirna_Cluster_14532', 'mirna_Cluster_1865', 'mirna_Cluster_5516', 'mirna_Cluster_17623', 'mirna_Cluster_2500', 'mirna_Cluster_2372', 'mirna_Cluster_17245', 'mirna_Cluster_3109', 'mirna_Cluster_14605', 'lncrna_lncRNA_11999', 'lncrna_lncRNA_1251', 'lncrna_lncRNA_8467', 'lncrna_lncRNA_45016', 'lncrna_lncRNA_25520', 'lncrna_lncRNA_48812', 'lncrna_lncRNA_375', 'lncrna_lncRNA_6551', 'lncrna_lncRNA_41139', 'lncrna_lncRNA_37301', 'methylation_CpG_ptg000004l_4757204', 'methylation_CpG_ptg000030l_2148033', 'methylation_CpG_ptg000021l_1750826', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000012l_8046997', 'methylation_CpG_ptg000025l_13842125', 'methylation_CpG_ptg000025l_13842132', 'methylation_CpG_ptg000031l_8422563', 'methylation_CpG_ptg000025l_13842062', 'methylation_CpG_ptg000031l_10997083']"
GCP6_MOUSE_FUN_002404,30,0.2571054478547522,0.9490629199591161,0.6919574721043639,True,0.014211352322241244,"['mirna_Cluster_9366', 'mirna_Cluster_9420', 'mirna_Cluster_2372', 'mirna_Cluster_1865', 'mirna_Cluster_9786', 'mirna_Cluster_5516', 'mirna_Cluster_5685', 'mirna_Cluster_1950', 'mirna_Cluster_14605', 'mirna_Cluster_9380', 'lncrna_lncRNA_38177', 'lncrna_lncRNA_22145', 'lncrna_lncRNA_30935', 'lncrna_lncRNA_20217', 'lncrna_lncRNA_4218', 'lncrna_lncRNA_4219', 'lncrna_lncRNA_4221', 'lncrna_lncRNA_18464', 'lncrna_lncRNA_42627', 'lncrna_lncRNA_18361', 'methylation_CpG_ntLink_8_23080768', 'methylation_CpG_ptg000025l_13842132', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000025l_13842125', 'methylation_CpG_ptg000020l_10589616', 'methylation_CpG_ptg000012l_8047014', 'methylation_CpG_ptg000011l_8391178', 'methylation_CpG_ptg000027l_2551252', 'methylation_CpG_ptg000027l_13568450', 'methylation_CpG_ptg000012l_8047034']"
FUN_030054,30,0.5973173235099758,0.9725283988735575,0.37521107536358167,True,0.01394755387010238,"['mirna_Cluster_5685', 'mirna_Cluster_1833', 'mirna_Cluster_17192', 'mirna_Cluster_9786', 'mirna_Cluster_4034', 'mirna_Cluster_9366', 'mirna_Cluster_14692', 'mirna_Cluster_1950', 'mirna_Cluster_17186', 'mirna_Cluster_17173', 'lncrna_lncRNA_44802', 'lncrna_lncRNA_28704', 'lncrna_lncRNA_42478', 'lncrna_lncRNA_2392', 'lncrna_lncRNA_2393', 'lncrna_lncRNA_33414', 'lncrna_lncRNA_25769', 'lncrna_lncRNA_25768', 'lncrna_lncRNA_1099', 'lncrna_lncRNA_42143', 'methylation_CpG_ptg000011l_8396367', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000011l_8396354', 'methylation_CpG_ptg000015l_6211680', 'methylation_CpG_ptg000020l_10589616', 'methylation_CpG_ptg000011l_8396383', 'methylation_CpG_ptg000011l_8396378', 'methylation_CpG_ptg000023l_17397315', 'methylation_CpG_ntLink_6_13134800', 'methylation_CpG_ptg000027l_11256965']"
FUN_022314,20,0.622365843362524,0.9138240048647266,0.2914581615022026,True,0.005431967623943046,"['lncrna_lncRNA_13754', 'lncrna_lncRNA_25359', 'lncrna_lncRNA_18169', 'lncrna_lncRNA_32718', 'lncrna_lncRNA_14750', 'lncrna_lncRNA_30935', 'lncrna_lncRNA_18541', 'lncrna_lncRNA_4082', 'lncrna_lncRNA_51292', 'lncrna_lncRNA_36505', 'methylation_CpG_ntLink_8_23080768', 'methylation_CpG_ptg000020l_10589614', 'methylation_CpG_ptg000027l_11257209', 'methylation_CpG_ptg000009l_7035575', 'methylation_CpG_ptg000027l_2551260', 'methylation_CpG_ptg000060c_58292', 'methylation_CpG_ptg000030l_2148069', 'methylation_CpG_ptg000009l_7035562', 'methylation_CpG_ptg000027l_2551252', 'methylation_CpG_ptg000009l_7035570']"
FUN_025739,21,0.07902965669332807,0.8271836397368478,0.7481539830435198,True,0.002696583842225597,"['mirna_Cluster_13647', 'lncrna_lncRNA_40946', 'lncrna_lncRNA_36535', 'lncrna_lncRNA_40945', 'lncrna_lncRNA_29955', 'lncrna_lncRNA_30088', 'lncrna_lncRNA_30089', 'lncrna_lncRNA_40944', 'lncrna_lncRNA_42208', 'lncrna_lncRNA_30091', 'lncrna_lncRNA_36809', 'methylation_CpG_ptg000027l_11257012', 'methylation_CpG_ptg000031l_8422870', 'methylation_CpG_ptg000021l_6264620', 'methylation_CpG_ptg000027l_11257081', 'methylation_CpG_ptg000023l_17397288', 'methylation_CpG_ptg000011l_8391132', 'methylation_CpG_ptg000016l_5715698', 'methylation_CpG_ptg000023l_35051554', 'methylation_CpG_ptg000011l_8394044', 'methylation_CpG_ptg000027l_2551260']"
FUN_002929,30,0.22467998814598755,0.979370288814788,0.7546903006688005,True,0.0003222218272722621,"['mirna_Cluster_14532', 'mirna_Cluster_1865', 'mirna_Cluster_3109', 'mirna_Cluster_17623', 'mirna_Cluster_1819', 'mirna_Cluster_14146', 'mirna_Cluster_5603', 'mirna_Cluster_14692', 'mirna_Cluster_14605', 'mirna_Cluster_15097', 'lncrna_lncRNA_21474', 'lncrna_lncRNA_32588', 'lncrna_lncRNA_41453', 'lncrna_lncRNA_33384', 'lncrna_lncRNA_10935', 'lncrna_lncRNA_10936', 'lncrna_lncRNA_10435', 'lncrna_lncRNA_1079', 'lncrna_lncRNA_38725', 'lncrna_lncRNA_22240', 'methylation_CpG_ptg000015l_2160436', 'methylation_CpG_ptg000011l_8392776', 'methylation_CpG_ptg000012l_8046972', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000018l_14489745', 'methylation_CpG_ptg000031l_8422870', 'methylation_CpG_ptg000011l_8393629', 'methylation_CpG_ntLink_8_34790312', 'methylation_CpG_ptg000012l_8046997', 'methylation_CpG_ptg000001l_3069457']"
TIM44_HUMAN_FUN_005237,20,0.553173660297681,0.9060430366461993,0.35286937634851834,True,0.002953825981992897,"['lncrna_lncRNA_45379', 'lncrna_lncRNA_45380', 'lncrna_lncRNA_35351', 'lncrna_lncRNA_14774', 'lncrna_lncRNA_7249', 'lncrna_lncRNA_10119', 'lncrna_lncRNA_3528', 'lncrna_lncRNA_157', 'lncrna_lncRNA_13409', 'lncrna_lncRNA_35228', 'methylation_CpG_ptg000012l_8047014', 'methylation_CpG_ptg000012l_8047034', 'methylation_CpG_ntLink_8_34790345', 'methylation_CpG_ptg000033l_1262376', 'methylation_CpG_ptg000027l_11257173', 'methylation_CpG_ptg000004l_4757487', 'methylation_CpG_ptg000011l_8391288', 'methylation_CpG_ptg000012l_8046997', 'methylation_CpG_ptg000011l_967757', 'methylation_CpG_ptg000027l_2551252']"
